train_loss,train_accuracy,epoch,step,test_loss,test_acc
0.7343408465385437,0.171875,0,0,,
0.7325276136398315,0.203125,0,1,,
0.715189516544342,0.3203125,0,2,,
0.7098432183265686,0.3203125,0,3,,
0.7088399529457092,0.3515625,0,4,,
0.7032335996627808,0.390625,0,5,,
0.6929510831832886,0.484375,0,6,,
0.681120753288269,0.6484375,0,7,,
0.6763884425163269,0.6875,0,8,,
0.6678329706192017,0.6875,0,9,,
0.6584089994430542,0.7578125,0,10,,
0.6550572514533997,0.7890625,0,11,,
0.6445739269256592,0.828125,0,12,,
0.6364158987998962,0.859375,0,13,,
0.6278056502342224,0.875,0,14,,
0.6085790991783142,0.875,0,15,,
0.6202316284179688,0.7890625,0,16,,
0.5906013250350952,0.8671875,0,17,,
0.5845929384231567,0.8671875,0,18,,
0.5769909024238586,0.84375,0,19,,
0.5608568787574768,0.828125,0,20,,
0.5445508360862732,0.8203125,0,21,,
0.5076563954353333,0.859375,0,22,,
0.4797731041908264,0.875,0,23,,
0.4606538414955139,0.8671875,0,24,,
0.4431549310684204,0.8515625,0,25,,
0.3925774097442627,0.8671875,0,26,,
0.41843411326408386,0.84375,0,27,,
0.33447301387786865,0.8828125,0,28,,
0.33100807666778564,0.875,0,29,,
0.38868921995162964,0.84375,0,30,,
0.325507789850235,0.8828125,0,31,,
0.3066469430923462,0.890625,0,32,,
0.3285972476005554,0.8828125,0,33,,
0.3175514042377472,0.890625,0,34,,
0.30474984645843506,0.8828125,0,35,,
0.33643752336502075,0.8671875,0,36,,
0.372132807970047,0.8515625,1,37,,
0.3405895233154297,0.8515625,1,38,,
0.3888270854949951,0.8203125,1,39,,
0.29463621973991394,0.8671875,1,40,,
0.28912580013275146,0.8828125,1,41,,
0.29704055190086365,0.8828125,1,42,,
0.35494863986968994,0.859375,1,43,,
0.31225088238716125,0.8359375,1,44,,
0.40032899379730225,0.78125,1,45,,
0.3492320477962494,0.828125,1,46,,
0.282500684261322,0.8671875,1,47,,
0.22438672184944153,0.921875,1,48,,
